slot,timestamp,action_count,adds,removes,actions,placement_before,placement_after,demand,attachment_points,total_requests,demand_pairs,covered_pairs_after,uncovered_pairs_after,coverage_ratio_after,objective,R_nominal,B_nominal,R_wc,B_wc,Op_cost,solve_time,status
937,936,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@0=1;0@3=1;0@4=1;0@7=1;0@8=1;1@3=1;1@8=1;1@1=1;2@0=1;2@4=4;2@2=2;3@0=1;3@3=1;3@4=1;3@7=1;3@2=2;4@3=1;4@4=1;4@7=1;4@2=1;4@5=1;4@9=1;5@0=1;5@8=1;5@1=1;5@9=1;6@0=1;6@7=1;6@1=1;7@4=2;7@8=1;7@1=1;7@9=1;7@6=1;8@0=1;8@4=1;8@8=1;8@2=1;8@9=2,"0,3,4,7,8,1,2,5,9,6",46,39,0,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
938,937,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@1=1;0@2=1;0@3=1;0@4=2;1@1=2;1@3=2;1@4=1;1@6=2;1@7=1;1@8=1;1@9=2;3@1=1;3@2=1;3@8=2;3@9=1;3@0=1;4@1=1;4@2=2;4@3=1;4@8=1;4@9=1;6@3=1;6@4=2;6@0=1;7@8=1;8@7=1;9@1=1,"1,2,3,4,6,7,8,9,0",35,27,0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
939,938,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@2=2;1@2=1;3@1=1;3@4=1;3@6=1;3@8=1;3@9=2;4@8=2;4@9=1;4@3=1;5@1=1;5@4=1;7@7=1;8@9=1,"2,1,4,6,8,9,3,7",17,14,0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
940,939,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@0=1;0@2=2;0@5=1;1@0=1;1@2=1;3@2=1;3@7=1;4@2=1;4@7=1;5@8=1;7@2=1;7@1=1,"0,2,5,7,8,1",13,12,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
941,940,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,1@0=2;1@4=1;1@6=1;1@8=1;1@9=2;4@0=2;4@4=1;4@9=1;4@1=1;5@4=1;5@6=1;5@2=2;6@4=1;6@9=2;6@2=1;7@4=1;7@6=2;7@8=1;7@2=2;7@5=3;7@7=1;8@0=1;8@8=1;8@9=2;8@2=1,"0,4,6,8,9,1,2,5,7",35,25,0,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
942,941,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@0=1;0@1=1;0@2=2;0@4=5;0@6=1;0@7=1;0@9=1;1@1=1;3@1=1;3@2=2;3@4=2;3@6=1;3@7=2;3@9=1;3@5=1;4@0=1;4@2=3;4@4=2;4@5=1;5@1=1;5@2=1;5@4=1;5@9=1;6@1=2;6@4=3;6@7=2;6@9=1;6@5=1;6@3=1;6@8=1;7@1=2;7@2=2;7@4=2;7@6=3;7@9=2;7@3=2;7@8=1;8@1=2;8@2=1;8@4=2;8@6=1;8@5=1,"0,1,2,4,6,7,9,5,3,8",66,42,0,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
943,942,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@1=2;0@2=3;0@4=2;0@5=1;0@6=1;0@9=1;1@1=1;1@2=4;1@4=2;1@7=1;1@8=1;3@1=2;3@2=1;3@9=1;3@3=1;4@1=2;4@2=2;4@4=2;4@3=1;4@0=1;5@1=2;5@2=2;5@4=1;5@3=1;6@2=3;6@4=1;6@8=1;6@3=2;6@0=1;7@1=1;7@2=1;7@4=2;7@9=1;7@8=1;8@1=2;8@0=2,"1,2,4,5,6,9,7,8,3,0",56,36,0,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
944,943,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@1=1;0@2=2;0@4=4;0@7=1;1@4=2;1@7=1;1@0=2;1@9=2;3@1=1;3@4=2;3@9=2;4@1=2;4@2=1;4@7=1;4@9=1;4@6=2;5@2=1;5@3=2;5@5=1;6@1=1;6@7=1;7@1=1;7@2=1;7@6=1;8@1=2;8@4=1;8@7=1;8@3=1,"1,2,4,7,0,9,6,3,5",41,28,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
945,944,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@1=2;0@2=1;0@3=1;0@4=1;0@5=4;0@9=1;1@2=1;1@3=1;1@4=3;1@5=1;1@8=1;3@2=1;3@4=3;3@8=1;4@1=1;4@2=1;4@3=1;4@4=2;4@5=1;4@8=1;4@0=1;5@1=1;5@2=1;5@4=1;5@8=1;6@4=1;7@4=1;7@5=1;7@8=1;7@6=1;7@7=1;8@4=1;8@5=1,"1,2,3,4,5,9,8,0,6,7",42,33,0,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
946,945,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@1=2;0@2=1;0@3=1;0@4=2;0@7=2;1@2=2;1@4=1;1@9=1;3@2=1;4@2=2;4@4=1;4@7=1;4@0=1;4@6=1;5@4=1;6@3=1;6@7=1;7@2=1;7@3=2;7@4=1;7@9=1;8@2=2;8@4=1;8@6=1,"1,2,3,4,7,9,0,6",31,24,0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
947,946,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@2=1;0@4=2;0@8=1;1@0=1;1@1=1;1@5=1;1@9=1;2@8=1;3@2=1;3@9=1;4@8=1;4@0=1;4@7=1;5@4=1;5@1=2;5@3=1;6@1=2;7@2=1;7@4=1;7@6=1;8@1=1,"2,4,8,0,1,5,9,7,3,6",24,21,0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
948,947,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@1=1;0@2=2;0@4=1;1@1=1;1@2=1;1@9=1;3@1=1;3@2=1;3@3=1;3@8=1;4@1=1;4@2=5;4@4=2;4@8=1;4@5=1;4@6=1;5@2=1;6@9=1;7@1=1;7@2=2;7@6=1;8@1=1;8@3=1,"1,2,4,9,3,8,5,6",30,23,0,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
949,948,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@0=3;0@4=2;0@6=1;0@7=2;0@9=1;1@4=2;1@9=1;1@1=1;1@2=1;3@0=1;3@1=1;3@2=2;3@3=1;3@5=1;4@4=1;4@6=1;4@7=1;4@9=1;4@2=1;5@0=1;6@6=1;6@5=1;7@0=2;7@4=1;7@9=1;7@1=2;7@8=1;8@4=1;8@6=1;8@7=1;8@9=1;8@1=1;8@2=2;8@3=1;8@8=1,"0,4,6,7,9,1,2,3,5,8",44,35,0,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
950,949,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@2=1;0@3=1;0@4=2;0@7=1;0@9=1;1@2=4;1@3=1;1@4=1;1@9=1;1@0=1;1@1=1;1@6=1;3@4=2;3@1=1;3@5=1;4@2=1;4@4=3;4@7=2;4@1=2;4@5=1;4@8=2;5@4=1;5@9=1;6@2=1;7@2=1;7@4=2;7@9=1;7@8=1;8@2=1;9@9=1,"2,3,4,7,9,0,1,6,5,8",41,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
951,950,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@0=2;0@1=1;0@2=1;0@4=2;0@6=2;0@9=1;1@1=1;1@2=2;1@4=2;2@4=1;3@4=1;3@6=1;3@5=1;4@1=1;4@4=2;4@6=1;4@9=1;4@3=1;4@7=1;5@1=3;5@5=1;6@2=1;6@9=1;7@4=1;7@9=2;8@5=1;8@3=1,"0,1,2,4,6,9,5,3,7",36,27,0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
952,951,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@2=2;0@3=1;0@4=2;0@7=1;0@8=1;1@2=1;1@4=3;1@8=1;1@1=1;1@5=1;1@6=1;3@2=1;3@3=1;3@4=3;3@7=2;3@1=2;3@5=2;3@6=1;3@0=1;4@2=1;4@4=1;4@5=1;4@0=1;4@9=1;5@2=2;5@4=2;5@1=1;5@6=1;6@8=1;6@1=1;7@4=1;7@5=1;8@3=1;8@1=1,"2,3,4,7,8,1,5,6,0,9",45,34,0,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
953,952,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@2=1;0@5=1;1@3=1;1@4=1;1@7=1;1@9=1;2@8=1;3@5=1;3@4=1;3@7=1;3@1=1;4@7=2;4@8=2;4@1=1;5@2=2;5@5=1;5@4=1;5@1=1;7@5=1;7@0=2,"2,5,3,4,7,9,8,1,0",24,20,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
954,953,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@1=1;0@2=1;0@4=1;1@0=1;1@8=1;1@9=1;3@4=1;4@2=1;4@4=1;4@8=1;4@9=1;5@2=1;5@0=1;7@2=1;7@0=1;8@2=1,"1,2,4,0,8,9",16,16,0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
955,954,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@2=1;0@4=2;1@2=1;1@4=2;1@0=1;1@1=2;1@5=1;1@6=1;2@4=1;2@6=1;3@4=2;3@1=1;3@5=1;4@2=1;4@1=1;4@3=2;5@4=2;5@0=1;5@1=1;5@6=2;5@3=1;6@2=1;7@2=1;7@4=2;7@5=1;7@7=1;7@9=1;8@2=1;8@0=1;8@6=1;8@3=1;8@7=1,"2,4,0,1,5,6,3,7,9",40,32,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
956,955,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@0=2;0@1=2;0@3=1;0@4=1;0@7=1;0@9=1;1@0=2;1@1=2;1@4=2;1@7=2;1@2=1;1@8=1;4@1=3;4@4=2;5@4=2;5@8=1;5@5=1;6@0=1;6@4=1;7@4=1;7@2=1;8@0=1;8@9=1,"0,1,3,4,7,9,2,8,5",33,23,0,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
957,956,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@1=1;0@2=5;0@3=3;0@4=1;0@6=1;0@7=1;0@9=2;1@3=1;1@5=2;4@1=1;4@2=2;4@6=1;4@7=1;4@0=2;4@8=1;5@2=1;5@4=1;5@5=1;6@2=1;6@4=1;6@5=1;7@2=1;7@4=1,"1,2,3,4,6,7,9,5,0,8",33,23,0,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
958,957,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@0=1;0@1=2;0@3=1;0@4=1;0@5=1;0@7=1;0@9=2;1@3=1;1@4=3;1@5=2;1@9=2;1@2=1;2@9=1;4@1=2;4@4=2;4@7=2;4@9=1;4@2=2;5@1=1;5@4=2;5@7=1;6@5=1;6@6=1;7@0=1;7@3=1;7@7=1;7@6=1;8@1=1;8@3=1;8@5=1,"0,1,3,4,5,7,9,2,6",41,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
959,958,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@1=1;0@3=1;0@4=2;0@5=2;0@7=1;0@8=1;1@1=1;1@3=2;1@8=1;1@0=1;2@7=1;4@1=1;4@8=1;4@2=1;4@6=1;5@0=1;5@2=1;6@2=1;6@9=1;7@4=1;7@0=1;8@3=1;8@8=1,"1,3,4,5,7,8,0,2,6,9",26,23,0,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
960,959,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@0=1;0@1=1;0@4=1;0@5=1;0@8=3;0@9=1;1@4=2;2@4=1;3@1=1;4@0=1;4@4=1;5@0=1;5@2=1;6@9=1;7@1=1,"0,1,4,5,8,9,2",18,15,0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
961,960,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@7=1;1@4=1;1@5=1;4@4=2;4@1=1;4@2=1;4@6=1;4@8=1;4@9=1;5@1=1;5@6=1;5@0=1;6@1=1;6@2=1;7@7=1;7@6=2;7@8=1;7@0=1,"7,4,5,1,2,6,8,9,0",20,18,0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
962,961,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@1=1;0@2=2;0@4=1;0@7=1;0@9=2;1@2=1;1@3=1;1@6=1;1@8=1;4@1=3;4@2=2;4@7=1;4@9=1;4@3=1;4@0=2;5@2=2;5@4=1;5@9=1;5@5=1;6@0=1;7@4=1;7@0=1;8@1=1;8@4=1,"1,2,4,7,9,3,6,8,0,5",31,24,0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
963,962,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@0=1;0@1=1;0@2=2;0@4=1;0@5=1;0@6=1;0@8=1;0@9=1;1@4=3;1@9=1;1@3=1;2@3=1;3@5=1;4@1=1;4@2=1;4@4=1;4@5=1;4@6=2;4@8=2;5@2=1;5@5=1;5@8=1;5@9=1;6@1=1;6@4=1;6@8=1;6@3=2;7@0=1;7@1=1;7@2=3;7@4=2;7@6=1;7@8=2;8@2=2;8@4=1,"0,1,2,4,5,6,8,9,3",46,35,0,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
964,963,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@2=1;0@3=1;0@4=1;0@9=1;1@9=2;1@8=1;2@2=1;3@4=1;3@8=1;3@0=1;3@7=2;4@2=2;5@4=4;5@1=1;6@2=2;6@9=1;6@7=1;6@6=2;8@2=1,"2,3,4,9,8,0,7,1,6",27,19,0,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
965,964,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@0=1;0@1=1;0@2=1;0@4=1;0@5=1;0@8=2;1@0=1;1@1=1;1@2=2;1@8=1;2@1=1;3@2=2;3@5=1;3@7=1;4@1=1;4@2=1;4@4=2;4@7=1;4@3=1;4@6=1;5@0=1;5@1=1;5@2=3;5@4=1;5@7=1;5@3=1;5@9=1;6@1=1;6@2=1;6@4=1;6@7=1;7@4=1;7@5=1;7@7=1;7@6=1;8@2=1;8@4=1;8@5=3;8@7=1;8@3=1,"0,1,2,4,5,8,7,3,6,9",48,40,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
966,965,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@1=1;0@2=1;0@3=2;0@4=3;0@9=1;1@1=2;1@2=1;1@4=1;1@0=1;1@5=1;2@1=1;2@4=1;3@2=1;3@4=3;3@5=1;3@7=1;3@8=1;4@1=1;4@3=1;4@4=1;4@0=1;4@7=1;5@2=1;6@1=1;6@2=1;6@0=1;6@5=1;6@7=1;6@8=1;6@6=1;7@2=1;7@4=1;7@0=1;7@8=1;8@1=1;8@2=1;8@4=1,"1,2,3,4,9,0,5,7,8,6",43,37,0,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
967,966,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@1=1;0@9=1;1@1=1;1@4=1;1@5=2;2@2=1;2@7=1;3@4=1;3@6=1;4@4=3;4@6=2;4@0=1;5@0=1;6@7=1;7@4=1;7@7=2;8@4=1;8@5=1,"1,9,4,5,2,7,6,0",23,18,0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
968,967,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@1=1;0@4=1;0@6=1;0@9=2;1@4=1;1@2=1;2@4=1;2@7=1;4@1=1;4@2=1;4@0=1;4@5=1;5@9=1;5@5=1;5@3=1;6@6=1;7@0=1;8@1=1,"1,4,6,9,2,7,0,5,3",19,18,0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
969,968,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@0=2;0@1=1;0@2=2;0@3=1;0@4=1;0@5=1;0@8=1;1@2=2;1@4=3;1@5=1;1@8=2;2@0=1;2@1=1;2@3=1;3@1=1;3@3=1;3@5=1;3@7=1;4@2=4;4@3=2;4@4=1;4@8=1;4@7=1;4@6=1;5@2=3;5@3=1;5@4=1;6@2=2;6@3=2;7@1=1;7@4=1;7@5=1;8@2=1;8@6=1;8@9=1;9@0=1,"0,1,2,3,4,5,8,7,6,9",50,36,0,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
970,969,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@1=2;0@2=1;0@4=3;0@5=1;0@8=1;1@2=1;1@4=1;1@3=1;1@6=1;1@9=2;2@1=1;2@2=1;2@5=1;3@2=1;3@4=1;3@5=1;3@8=1;3@0=3;4@1=1;4@4=3;4@8=1;4@3=1;4@9=1;5@4=1;5@6=1;6@5=2;6@3=1;6@9=1;7@4=2;7@5=1;7@8=1;8@1=1;8@4=1;8@8=1;8@3=1;8@9=1,"1,2,4,5,8,3,6,9,0",46,36,0,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
971,970,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@0=1;0@3=1;0@8=3;0@9=1;1@0=1;1@2=1;2@5=1;2@6=1;3@0=1;3@8=1;3@2=1;3@5=1;3@4=6;4@0=1;4@8=1;4@2=1;4@4=1;4@1=2;5@9=1;5@5=1;5@1=1;5@7=1;7@8=2;7@9=1;7@2=2;7@1=1;8@0=1;8@8=1;8@9=1;8@4=2;8@1=1,"0,3,8,9,2,5,6,4,1,7",42,31,0,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
972,971,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@0=1;0@1=1;0@2=1;0@4=4;0@5=2;0@6=2;0@7=1;1@1=1;1@2=1;1@6=1;1@3=1;1@8=1;3@0=1;3@1=1;3@4=1;3@7=1;3@3=1;3@9=1;4@2=2;4@6=2;4@8=1;5@1=1;5@6=1;5@8=1;6@4=1;6@9=1;7@0=1;7@1=2;7@2=1;7@4=1;7@6=1;7@7=1;7@9=1;8@0=1;8@1=2;8@2=2;8@6=2;8@3=2;8@8=1,"0,1,2,4,5,6,7,3,8,9",51,39,0,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
973,972,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@0=1;0@2=1;0@3=1;0@5=2;0@9=2;1@2=1;1@9=1;1@4=2;1@8=1;3@2=3;3@5=1;3@9=1;3@1=2;4@4=2;4@8=1;4@1=1;4@6=1;5@2=2;5@9=1;5@1=1;6@3=1;6@5=1;6@9=2;6@4=1;6@6=1;7@2=2;8@0=1;8@2=4;8@5=1;8@9=1;8@4=2;8@8=1;8@1=1;8@7=2,"0,2,3,5,9,4,8,1,6,7",49,34,0,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
